type,title,director,cast,country,rating,duration,listed_in,year_added
TV Show,SanPa: Sins of the Savior,Cosima Spender,Not Available,Italy,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2020.0
TV Show,Still Game,Unknown,"Ford Kiernan, Paul Riley, Jane McCarry, Greg Hemphill, Mark Cox, Gavin Mitchell, Sanjeev Kohli",United Kingdom,TV-14,9 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",2020.0
Movie,The Rope Curse 2,Liao Shih-han,"Lee Kang-sheng, Wilson Hsu, Vera Chen, Yen Cheng-kuo, Chen Bor-jeng, Liu Kuo-shao",Taiwan,TV-MA,105,"Horror Movies, International Movies",2020.0
TV Show,Transformers: War for Cybertron: Earthrise,Unknown,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco, Tessho Genda, Ryohei Kimura, Kikuko Inoue, Kazuhiko Inoue, Chafurin",Unknown,TV-Y7,1 Season,Anime Series,2020.0
TV Show,A Love So Beautiful,Unknown,"Kim Yo-han, So Joo-yeon, Yeo Hoi-hyun, Jeong Jin-hwan, Jo Hye-joo, Yun Seo-hyun, Cho Ryun, Kim Sung-gon, Seong Hye-min, Park Ji-won",South Korea,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020.0
Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",Timothy Ware-Hill,United States,PG-13,8,Dramas,2020.0
Movie,Rango,Gore Verbinski,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Timothy Olyphant, Ray Winstone","United States, Canada",PG,110,"Children & Family Movies, Comedies",2020.0
Movie,Death to 2020,"Al Campbell, Alice Mathias","Samuel L. Jackson, Hugh Grant, Lisa Kudrow, Kumail Nanjiani, Tracey Ullman, Samson Kayo, Leslie Jones, Diane Morgan, Cristin Milioti, Joe Keery",United States,TV-MA,71,Comedies,2020.0
TV Show,Sakho & Mangane,Unknown,"Issaka Sawadogo, Yann Gael, Christiane Dumont, Fatou-Elise Ba, Khalima Gadji, Ricky Tribord, Ndiaga Mbow, Christophe Guybet",Senegal,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020.0
Movie,DNA,Maïwenn,"Maïwenn, Fanny Ardant, Louis Garrel, Dylan Robert, Marine Vacth, Caroline Chaniolleau, Alain Françon, Florent Lacger, Henri-Noël Tabary, Omar Marwan","France, Algeria",TV-MA,91,"Dramas, International Movies",2020.0
TV Show,Regiment Diaries,Unknown,Not Available,India,TV-PG,2 Seasons,"Docuseries, International TV Shows",2020.0
Movie,The Magic School Bus Rides Again In the Zone,Richard Weston,"Mikaela Blake, Gabby Clarke, Roman Lutterotti, Leke Maceda-Rustecki, Matthew Mucci, Lynsey Pham, Kaden Stephen, Lights",Canada,TV-Y,46,Children & Family Movies,2020.0
Movie,AK vs AK,Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap",India,TV-MA,109,"Comedies, Dramas, International Movies",2020.0
TV Show,Bridgerton,Unknown,"Adjoa Andoh, Julie Andrews, Lorraine Ashbourne, Jonathan Bailey, Ruby Barker, Sabrina Bartlett, Harriet Cains, Bessie Carter, Nicola Coughlan, Phoebe Dynevor, Ruth Gemmell, Florence Hunt, Claudia Jessie, Ben Miller, Luke Newton, Regé-Jean Page, Golda Rosheuvel, Luke Thompson, Will Tilston, Polly Walker",United States,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",2020.0
Movie,Isa Pa with Feelings,Prime Cruz,"Maine Mendoza, Carlo Aquino, Lotlot De Leon, Cris Villanueva, Nikki Valdez, Vangie Labalan, Geleen Eugenio",Philippines,TV-G,102,"International Movies, Romantic Movies",2020.0
Movie,We Can Be Heroes,Robert Rodriguez,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra, Isaiah Russell-Bailey, Akira Akbar, Christian Slater, Boyd Holbrook, Adriana Barraza, Taylor Dooley, Vivien Lyra Blair, Hala Finley, Lyon Daniels, Sung Kang, Christopher McDonald, Andy Walken, Lotus Blossom, Haley Reinhart, Nathan Blair, Dylan Henry Lau, Andrew Diaz",United States,PG,101,"Children & Family Movies, Comedies",2020.0
Movie,Bridezilla,Andibachtiar Yusuf,"Jessica Mila, Rio Dewanto, Sheila Dara, Rafael Tan, Widyawati, Aimee Saras, Rukman Rosadi, Lucinta Luna",Indonesia,TV-MA,94,"Comedies, Dramas, International Movies",2020.0
Movie,Cemara's Family,Yandy Laurens,"Ringgo Agus Rahman, Nirina Zubir, Zara JKT48, Widuri Puteri, Ariyo Wahab, Asri Welas, Abdurrahman Arif, Kafin Sulthan",Indonesia,TV-G,110,"Children & Family Movies, Dramas, International Movies",2020.0
Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,"Kathryn Bernardo, Alden Richards, Maymay Entrata, Maricel Laxa, Joross Gamboa, Jameson Blake, Kaka Bautista, Lito Pimentel, Jeffrey Tam, Lovely Abella",Philippines,TV-14,117,"Dramas, International Movies, Romantic Movies",2020.0
Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker","Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April L. Hernandez, Onata Aprile, Dee Snider",United States,TV-14,85,"Action & Adventure, Comedies, Independent Movies",2020.0
Movie,The Midnight Sky,George Clooney,"George Clooney, Felicity Jones, Kyle Chandler, Demián Bichir, David Oyelowo, Tiffany Boone, Caoilinn Springall, Sophie Rundle, Ethan Peck",United States,PG-13,119,Dramas,2020.0
Movie,Your Name Engraved Herein,Liu Kuang-hui,"Edward Chen, Tseng Ching-hua, Leon Dai, Jason Wang, Fabio Grangeon, Mimi Shao, Barry Qu, Erek Lin, Honduras, Lotus Wang",Taiwan,TV-MA,115,"Dramas, International Movies, LGBTQ Movies",2020.0
Movie,After We Collided,Roger Kumble,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Selma Blair, Louise Lombard, Shane Paul McGhie, Candice King, Charlie Weber, Khadijha Red Thunder, Inanna Sarkis, Pia Mia, Samuel Larsen, Dylan Arnold, Karimah Westbrook, Rob Estes",United States,R,105,"Dramas, Romantic Movies",2020.0
Movie,London Hughes: To Catch a D*ck,Kristian Mercado,London Hughes,United States,TV-MA,68,Stand-Up Comedy,2020.0
TV Show,Lovestruck in the City,Unknown,"Ji Chang-wook, Kim Ji-won, Kim Min-seok, Han Ji-eun, Ryu Gyeong-soo, So Joo-yeon",South Korea,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020.0
Movie,QLIMAX THE SOURCE,"Daan Jansen, Stijn Verlinde","Michael Brons, Nigel Coppen, Thomas Velderman, Carlos Antunes, Marco Spronk, Willem Rebergen, Joshua Dutrieux, Bob van der Palen, Sefa Vlaarkamp",Netherlands,TV-14,57,Music & Musicals,2020.0
TV Show,Rhyme Time Town Singalongs,Unknown,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir, Hannah Jane Fox, Rhashan Stone",United States,TV-Y,1 Season,Kids' TV,2020.0
TV Show,Shaun the Sheep,Unknown,"John Sparkes, Justin Fletcher, Kate Harbour, Richard Webber, Jo Allen","United Kingdom, Finland, Germany, United States, Australia, Japan, France, Ireland",TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",2020.0
Movie,Shaun the Sheep: The Farmer’s Llamas,Jay Grace,"Justin Fletcher, John Sparkes, Sean Connolly, Chris Grimes",United Kingdom,TV-Y,28,"Children & Family Movies, Comedies",2020.0
TV Show,Timmy Time,Unknown,"Kate Harbour, Justin Fletcher, Louis Jones",United Kingdom,TV-Y,1 Season,"British TV Shows, Kids' TV",2020.0
Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,Ariana Grande,United States,TV-MA,98,"Documentaries, Music & Musicals",2020.0
Movie,The Con Is On,James Haslam,"Uma Thurman, Tim Roth, Alice Eve, Parker Posey, Maggie Q, Crispin Glover, Michael Sirow, Sofía Vergara, Stephen Fry, Sharon Maughan, Susan Traylor, Wilmer Calderon, Richard Reid, Ethan Cohn, Nathalie Love","United States, United Kingdom",R,95,Comedies,2020.0
Movie,Mohamed Hussein,Muhammad Ali,"Mohamed Saad, Samir Sabri, Mai Selim, Dina Mohsen, Bayoumi Fouad, Mohammed Tharwat, Feryal Youssef, Nabil Issa, Ahmed Seyam, Hassan Abdulfattah, Hamdi Al Wazir, Mohamed Shahin",Egypt,TV-14,96,"Comedies, International Movies",2020.0
Movie,Rhys Nicholson Live at the Athenaeum,Thomas Toby Parkinson,Rhys Nicholson,United Kingdom,TV-MA,66,Stand-Up Comedy,2020.0
Movie,Atlas Shrugged: Part II,John Putch,"Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian, Kim Rhodes, Richard T. Jones, D.B. Sweeney, Paul McCrane, John Rubinstein, Robert Picardo",United States,PG-13,112,Dramas,2020.0
TV Show,Diamond City,Unknown,"Noxee Maqashalala, Angela Sithole, Nambitha Ben-Mazwi, Thabang Molaba, Lehlohonolo Makoko, Ilse Klink, Makgano Mamabolo, Tshepo Maseko",South Africa,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020.0
Movie,Guest House,Sam Macaroni,"Pauly Shore, Mike Castle, Aimee Teegarden, Billy Zane, Charlotte McKinney, Louis Ferrigno,  Jr., Erik Griffin, Bobby Lee, Punkie Johnson, Mikaela Hoover, Chris Kattan, Steve-O",United States,R,84,Comedies,2020.0
TV Show,Home for Christmas,Unknown,"Ida Elise Broch, Gabrielle Susanne Solheim Leithaug, Dennis Storhøi, Anette Hoff, Felix Sandman, Ghita Nørby, Hege Schøyen, Bjørn Skagestad, Mads Sjøgård Pettersen",Norway,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",2020.0
Movie,Ma Rainey's Black Bottom,George C. Wolfe,"Viola Davis, Chadwick Boseman, Glynn Turman, Colman Domingo, Michael Potts, Jonny Coyne, Taylour Paige, Jeremy Shamos, Dusan Brown, Joshua Harto",United States,R,94,"Dramas, Music & Musicals",2020.0
Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen,Unknown,"Glynn Turman, Denzel Washington, George C. Wolfe, Branford Marsalis, Viola Davis, Imani Perry, Michael Potts, Coleman Domingo, Constanza Romero, August Wilson, Todd Black, Dusan Brown, Taylour Paige, Ann Roth, Chadwick Boseman",Unknown,TV-PG,32,"Documentaries, Music & Musicals",2020.0
Movie,Mukhsin,Yasmin Ahmad,"Mohd Syafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Noor, Irwan Iskandar, Sallehuddin Abu Bakar",Malaysia,TV-PG,98,"Children & Family Movies, Comedies, Dramas",2020.0
TV Show,Paava Kadhaigal,"Sudha Kongara, Vignesh Shivan, Gautham Vasudev Menon, Vetri Maaran","Kalidas Jayaram, Shanthnu Bhagyaraj, Bhavani Sre, Kalki Koechlin, Anjali, Padam Kumar, Prakash Raj, Sai Pallavi, Hari, Gautham Vasudev Menon, Simran",India,TV-MA,1 Season,"International TV Shows, TV Dramas",2020.0
Movie,Rabun,Yasmin Ahmad,"M. Rajoli, Kartina Aziz, Rozie Rashid, Irwan Iskandar, Noor Khiriah, Hafiz Ibrahim",Malaysia,TV-PG,85,"Dramas, Independent Movies, International Movies",2020.0
Movie,Talentime,Yasmin Ahmad,"Mahesh Jugal Kishor, Pamela Chong Ven Teen, Mohd Syafie Naswip, Jaclyn Victor, Harith Iskander, Mislina Mustaffa, Sukania Venugopal",Malaysia,TV-14,120,"Dramas, International Movies, Romantic Movies",2020.0
Movie,An Unremarkable Christmas,Juan Camilo Pinzon,"Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",Colombia,TV-14,83,"Comedies, Dramas, International Movies",2020.0
Movie,Braven,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang, Sasha Rosoff, Sala Baker, Fraser Aitcheson, Teach Grant, Glenn Ennis, Todd Scott, Zahn McClarnon, Brendan Fletcher",Canada,R,94,Action & Adventure,2020.0
Movie,Eggnoid: Love & Time Portal,Naya Anindita,"Morgan Oey, Sheila Dara, Luna Maya, Kevin Julio, Anggika Bolsterli, Reza Nangin, Martin Anugrah, Fatih Unru",Indonesia,TV-14,102,"Dramas, International Movies, Romantic Movies",2020.0
Movie,Love You to the Stars and Back,Antoinette Jadaone,"Julia Barretto, Joshua Garcia, Carmina Villaroel, Cherry Pie Picache, Ariel Rivera, Maricar Reyes, Edgar Allan Guzman, Jelson Bay, Odette Khan",Philippines,TV-14,111,"Comedies, International Movies, Romantic Movies",2020.0
TV Show,Morphle,Unknown,Not Available,Netherlands,TV-Y,2 Seasons,"British TV Shows, Kids' TV",2020.0
TV Show,Run On,Unknown,"Yim Si-wan, Shin Sae-kyeong, Choi Soo-young, Kang Tae-oh, Park Yeong-gyu, Cha Hwa-yeon, Lee Bong-ryeon, Ryu Abell, Seo Jae-hee, Yeon Je-wook, Choi Jae-hyun, Lee Jeong-ha, Park Sung-jun, Lee Hwang-eui, Lee Shin-ki, Kim Dong-yeong, Kim Si-eun, Kim Si-young",South Korea,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020.0
Movie,Sakaling Maging Tayo,JP Habac,"McCoy De Leon, Elisse Joson, Bembol Roco, Chai Fonacier, Paulo Angeles, Markus Paterson, Milo Elmido Jr.",Philippines,TV-14,90,"International Movies, Romantic Movies",2020.0
TV Show,Schulz Saves America,Alexx Media,Andrew Schulz,United States,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2020.0
Movie,The Wedding Shaman,Farishad I. Latjuba,"Atiqah Hasiholan, Tutie Kirana, Arifin Putra, Tio Pakusadewo, Marthino Lio, Oxcel, Dodit Mulyanto",Unknown,TV-PG,111,"Dramas, International Movies, Romantic Movies",2020.0
TV Show,Anitta: Made In Honório,"Andrucha Waddington, Pedro Waddington",Anitta,Brazil,TV-MA,1 Season,"Docuseries, International TV Shows",2020.0
TV Show,BREAK IT ALL: The History of Rock in Latin America,Picky Talarico,Not Available,Unknown,TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows",2020.0
Movie,Bwakaw,Jun Lana,"Eddie Garcia, Princess, Rez Cortez, Bibeth Orteza, Joey Paras, Allan Paule, Beverly Salviejo, Soxy Topacio, Armida Siguion-Reyna, Luz Valdez, Gardo Versoza","Philippines, Canada, United Kingdom, United States",TV-MA,110,"Dramas, International Movies, LGBTQ Movies",2020.0
TV Show,How To Ruin Christmas,Unknown,Not Available,South Africa,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2020.0
Movie,Incarnate,Brad Peyton,"Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno, David Mazouz, Keir O'Donnell, Matt Nable, Emily Jackson, Paul Vincent O'Connor, Natalija Nogulich, John Pirruccello, Mark Steger, Emjay Anthony, Karolina Wydra",United States,PG-13,87,"Horror Movies, Thrillers",2020.0
Movie,Lee Daniels' The Butler,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda, Cuba Gooding Jr., Terrence Howard, Lenny Kravitz, James Marsden, David Oyelowo, Alan Rickman, Liev Schreiber, Robin Williams, Mariah Carey, Alex Pettyfer, Vanessa Redgrave, David Banner, Michael Rainey Jr.",United States,PG-13,132,Dramas,2020.0
TV Show,Marvel Anime: Wolverine,Unknown,"Rikiya Koyama, Romi Park, Fumiko Orikasa, Hidekatsu Shibata, Kazuki Yao, Masato Hagiwara","United States, Japan",TV-14,1 Season,"Anime Series, International TV Shows",2020.0
TV Show,Marvel Anime: X-Men,Unknown,"Toshiyuki Morikawa, Rikiya Koyama, Katsunosuke Hori, Aya Hisakawa, Kaori Yamagata, Yoshiko Sakakibara, Yurika Hino, Yukari Tamura, Hideyuki Tanaka",Japan,TV-14,1 Season,"Anime Series, International TV Shows",2020.0
Movie,Nocturnal Animals,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Ellie Bamber, Armie Hammer, Karl Glusman, Laura Linney, Michael Sheen, Andrea Riseborough",United States,R,117,"Dramas, Thrillers",2020.0
TV Show,The Ripper,"Ellena Wood, Jesse Vile",Not Available,United Kingdom,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2020.0
Movie,Vir Das: Outside In - The Lockdown Special,Vir Das,Vir Das,India,TV-MA,50,Stand-Up Comedy,2020.0
TV Show,Black Ink Crew New York,Unknown,"Ceaser Emanuel, Dutchess Lattimore, Puma Robinson, Alex Estevez, Sassy Bermudez",United States,TV-14,2 Seasons,Reality TV,2020.0
Movie,Grizzlies,Miranda de Pencier,"Ben Schnetzer, Emerald MacDonald, Booboo Stewart, Will Sasso, Paul Nutarariaq, Ricky Marty-Pahtaykan, Tantoo Cardinal, Eric Schweig",Canada,R,106,"Dramas, Independent Movies, Sports Movies",2020.0
TV Show,Pup Academy,Unknown,"Christian Convery, Don Lake, Chance Hurstfield, Aria Birch, Dylan Schombing, Riley O'Donnell",United States,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020.0
TV Show,Song Exploder,Unknown,Hrishikesh Hirway,United States,TV-MA,2 Seasons,Docuseries,2020.0
TV Show,Teen Mom 2,Unknown,"Jenelle Evans, Chelsea Houska, Kailyn Lowry, Leah Messer",United States,TV-14,2 Seasons,Reality TV,2020.0
TV Show,The Challenge,Unknown,"Jamie Chung, Landon Lueck, Diem Brown, Mike 'The Miz' Mizanin, Darrell Taylor, Wes Bergmann, Jodi Weatherton, Brad Fiorenza, Cara Maria Sorbello, Zachary Nichols, Turabi ""Turbo"" Çamkıran, Theo Campbell",United States,TV-14,2 Seasons,Reality TV,2020.0
Movie,The Professor and the Madman,Farhad Safinia,"Mel Gibson, Sean Penn, Natalie Dormer, Eddie Marsan, Steve Coogan, Stephen Dillane, Ioan Gruffudd, Jennifer Ehle, Jeremy Irvine, David O'Hara, Anthony Andrews","Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",TV-14,125,"Dramas, Independent Movies",2020.0
Movie,A California Christmas,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer",United States,PG-13,107,"Comedies, Romantic Movies",2020.0
TV Show,Hilda,Unknown,"Bella Ramsey, Ameerah Falzon-Ojo, Oliver Nelson, Daisy Haggard, Rasmus Hardiker","United Kingdom, Canada, United States",TV-Y7,2 Seasons,Kids' TV,2020.0
TV Show,Tiny Pretty Things,Unknown,"Lauren Holly, Kylie Jefferson, Casimere Jollette, Brennan Clost, Barton Cowperthwaite, Bayardo De Murguia, Damon J. Gillespie, Anna Maiche, Daniela Norman, Michael Hsu Rosen, Tory Trowbridge",United States,TV-MA,1 Season,"TV Dramas, TV Mysteries, TV Thrillers",2020.0
Movie,The Netflix Afterparty: The Best Shows of The Worst Year,Unknown,"David Spade, London Hughes, Fortune Feimster",United States,TV-MA,59,Comedies,2020.0
TV Show,Children of Adam,Unknown,"Maguy Bou Ghosn, Daniella Rahme, Maxim Khalil, Qays Sheikh Najib, Mohamed Yaghy, Rodney Haddad, Nada Abou Farhat",Lebanon,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2020.0
TV Show,Grizzy et les Lemmings,Unknown,"Pierre-Alain de Garrigues, Josselin Charier",France,TV-Y,2 Seasons,"Kids' TV, TV Comedies",2020.0
Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",Unknown,TV-Y,28,Children & Family Movies,2020.0
Movie,Canvas,Frank E. Abney III,Not Available,United States,G,9,"Children & Family Movies, Dramas",2020.0
Movie,Giving Voice,"James D. Stern, Fernando Villena","Viola Davis, Denzel Washington, Stephen Henderson, Freedom Martin, Nia Sarfo, Cody Merridith, Gerardo Navarro, Aaron Guy, Callie Holley",United States,PG-13,91,Documentaries,2020.0
TV Show,The Mess You Leave Behind,Unknown,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper, Roberto Enríquez, Roque Ruíz, Isabel Garrido, Fede Pérez, Alfonso Agra, Susana Dans, Xavier Estévez, Xosé Antonio Touriñán, María Tasende, Camila Bossa, María Costas, Abril Zamora, Chelo Falcón, Ana Santos, Mela Casal, César Cambeiro",Spain,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2020.0
Movie,The Prom,Ryan Murphy,"Meryl Streep, James Corden, Nicole Kidman, Kerry Washington, Andrew Rannells, Keegan-Michael Key, Jo Ellen Pellman, Ariana DeBose, Mary Kay Place, Kevin Chamberlin, Tracey Ullman, Logan Riley, Sofia Deler, Nico Greetham, Nathaniel J. Potvin",United States,PG-13,132,"Comedies, LGBTQ Movies, Music & Musicals",2020.0
Movie,Torbaaz,Girish Malik,"Sanjay Dutt, Nargis Fakhri, Rahul Dev, Priyanka Verma, Kuwaarjeet Chopraa, Aishan Jawaid Malik, Rahul Mittra, Gavie Chahal, Humayun Shams Khan, Babrak Akbari",India,TV-MA,133,"Dramas, International Movies, Sports Movies",2020.0
TV Show,Alice in Borderland,Unknown,"Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami, Yuki Morinaga, Keita Machida, Ayaka Miyoshi, Dori Sakurada, Aya Asahina, Shuntaro Yanagi, Yutaro Watanabe, Ayame Misaki, Mizuki Yoshida, Tsuyoshi Abe, Nobuaki Kaneko, Sho Aoyagi, Riisa Naka",Japan,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Mysteries",2020.0
Movie,Funny Boy,Deepa Mehta,"Brandon Ingram, Nimmi Harasgama, Ali Kazmi, Arush Nand, Agam Darshi, Rehan Mudannayake, Shivantha Wijesinha, Seema Biswas, Hidaayath Hazeer","Canada, United States",TV-MA,109,"Dramas, LGBTQ Movies",2020.0
TV Show,Futmalls.com,Lai Chun-yu,"Bryan Chang, Eugenie Liu, Bruce He, Ivy Shao, Allison Lin, River Huang, Ting Chun-cheng, Wang Ko-yuan, Phoebe Huang, Chu Chung-heng, Wu Chien-ho, Camille Chalons",Unknown,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2020.0
Movie,Just The Way You Are,Theodore Boborol,"Enrique Gil, Liza Soberano, Yves Flores, Sue Ramirez, Erin Ocampo, Yayo Aguila, Alex Diaz, Jon Lucas, Chienna Filomeno, Marco Gumabao, Myrtle Sarrosa, Kyra Custodio, Miguel Vergara, Tonton Gutierrez, Ricky Davao, Sunshine Cruz",Philippines,TV-G,107,"International Movies, Romantic Movies",2020.0
Movie,She's the One,Mae Czarina Cruz,"Bea Alonzo, Dingdong Dantes, Enrique Gil",Philippines,TV-14,111,"Dramas, International Movies, Romantic Movies",2020.0
Movie,The Panti Sisters,Jun Lana,"Paolo Ballesteros, Martin del Rosario, Christian Bables, John Arcilla, Carmi Martin, Rosanna Roces, Joross Gamboa, Via Antonio, Roxanne Barcelo",Philippines,TV-MA,108,"Comedies, International Movies, LGBTQ Movies",2020.0
Movie,"Kalel, 15",Jun Lana,"Elijah Canlas, Eddie Garcia, Jaclyn Jose, Gabby Padilla, Cedrick Juan, Elora Espano, Sue Prado",Philippines,TV-MA,105,"Dramas, Independent Movies, International Movies",2020.0
TV Show,Masameer Classics,Unknown,"Malik Nejer, Abdulaziz Alshehri",Saudi Arabia,TV-14,4 Seasons,"International TV Shows, TV Comedies",2020.0
TV Show,Once Upon a Time,Unknown,"Ruby, Mohamed Farraag, Ahmed Dawood, Sawsan Badr, Arwa Gouda, Hesham Ismail, Ali Al Tayeb, Mahmoud El-Bezzawy, Heba Abdelghany, Hany Seif",Egypt,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020.0
Movie,Rose Island,Sydney Sibilia,"Elio Germano, Matilda De Angelis, Tom Wlaschiha, Luca Zingaretti, Fabrizio Bentivoglio, Leonardo Lidi, François Cluzet",Italy,TV-14,119,"Comedies, Dramas, International Movies",2020.0
TV Show,The Big Show Show,Unknown,"Paul Wight, Allison Munn, Reylynn Caster, Lily Brooks O'Briant, Juliet Donenfeld",United States,TV-G,2 Seasons,"Kids' TV, TV Comedies",2020.0
TV Show,The Expanding Universe of Ashley Garcia,Unknown,"Paulina Chávez, Jencarlos Canela",United States,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",2020.0
TV Show,The Surgeon's Cut,Unknown,Not Available,United States,TV-14,1 Season,"Docuseries, Science & Nature TV",2020.0
Movie,André & his olive tree,Josiah Ng,André Chiang,Singapore,TV-PG,104,"Documentaries, International Movies",2020.0
Movie,Bobbleheads The Movie,Kirk Wise,"Jennifer Coolidge, Karen Fukuhara, Khary Payton, Julian Sands, Brenda Song, Luke Wilson, Cher",United States,PG,83,"Children & Family Movies, Comedies",2020.0
Movie,Emicida: AmarElo - It’s All For Yesterday,Unknown,Emicida,Brazil,TV-MA,90,"Documentaries, International Movies, Music & Musicals",2020.0
TV Show,Juman,Unknown,"Nour Al Ghandour, Muhanad Al-Hamdi, Huda El Khateib, Hassan Ibrahim, Abdullah Al-Turkumani, Nasser Kermani, Foaz Al -Shatti, Muhammad Al Dousari, Ahmed El Hozeem, Ghorour, Fatma Al Tabbakh",Kuwait,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020.0
TV Show,Mr. Iglesias,Unknown,"Gabriel Iglesias, Sherri Shepherd, Jacob Vargas, Maggie Geha, Richard Gant, Cree Cicchino, Fabrizio Guido, Oscar Nuñez",United States,TV-14,3 Seasons,"TV Comedies, Teen TV Shows",2020.0
Movie,Spirit Riding Free: Ride Along Adventure,"Beth Sleven, Allan Jacobsen, Kevin Wotton","Amber Frank, Bailey Gambertoglio, Sydney Park, Katey Sagal, Rachel Kimsey, Darcy Rose Byrnes, Duncan Joiner, Bella Aboulhosn, Kai Scott",United States,TV-Y7,79,Children & Family Movies,2020.0
Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",Unknown,TV-Y,24,Children & Family Movies,2020.0
Movie,Triple 9,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul, Clifton Collins Jr., Norman Reedus, Woody Harrelson, Kate Winslet, Teresa Palmer, Michael Kenneth Williams, Gal Gadot",United States,R,115,"Dramas, Thrillers",2020.0
TV Show,100 Days My Prince,Unknown,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2020.0
Movie,Ava,Tate Taylor,"Jessica Chastain, Colin Farrell, John Malkovich, Common, Geena Davis, Jess Weixler, Diana Silvers, Joan Chen, Ioan Gruffudd",United States,R,97,"Action & Adventure, Dramas",2020.0
TV Show,Manhunt: Deadly Games,Unknown,"Cameron Britton, Jack Huston, Judith Light, Carla Gugino, Gethin Anthony, Kelly Jenrette, Arliss Howard, Jay O. Sanders, Nick Searcy, Marley Shelton, Becky Ann Baker, Brad William Henke",Unknown,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2020.0
TV Show,Room 2806: The Accusation,Jalil Lespert,Not Available,France,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2020.0
